Fecha,EVENTO,A/C,ENCABEZADO EVENTO,Minutos
2022-03-05,26153,Avión 19,DC GEN 1 FAULT DURING ROLLING TAKE OFF,153
2021-11-07,21315,Avión 16,547621,153
2019-11-13,5522,Avión 23,PILOT REPORT - OPERATIONAL,152
2022-11-19,38014,Avión 32,REPLACE CANNIBALIZED BRAKE,152
2021-10-16,20204,Avión 15,ENG 2 OIL SEAL FAULT,151
2022-08-02,32755,Avión 20,FOUND HYDRUALIC LEAK IN ENG 2,151
,2956,,-,151
2024-06-13,66829,Avión 44,FINDING DAILY ACEITE AL 19 POR TUBERÍA SUELTA,150
2022-11-02,37230,Avión 12,WEATHER RADAR FAIL,150
,3205,,-,150
,32188,,-,150
2019-06-15,2571,Avión 31,AC SOLICITA MTTO,149
2023-12-15,57635,Avión 41,EN PUNTO DE ESPERA SALTA A PROBE FITTING FAULT AOA,149
2024-04-28,64175,Avión 36,FLUCTUACION DE TORQUE  STOLL DEL MOTOR 2,149
2023-04-26,45446,Avión 7,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,149
2023-01-10,40453,Avión 28,WP ENG REPL RH  500FH,149
2020-01-23,6838,Avión 23,395371,149
2018-10-11,183,Avión 3,ANOTACIONES DE PTV,148
2023-10-27,55226,Avión 6,GRIETA EN SOPORTE DE BATERIA,148
2019-10-28,5244,Avión 8,SOLICITAN MTTO.  PROBLEMAS CON EL MOTOR 1,148
2020-01-20,6788,Avión 23,395311,148
,19819,,-,148
2023-03-12,43148,Avión 25,ADC FAULT 2,147
2019-12-05,5969,Avión 4,AVERIA PTV ESTIMADA 1HORA,147
2021-04-02,13703,Avión 10,BIRDSTRIKE,147
2023-01-06,40290,Avión 6,FUEL FEED 2 FAULT,147
2022-12-19,39516,Avión 17,LOSS OF PRESSURE LOWER SIDE ON CARGO DOOR.,147
2021-12-15,23191,Avión 15,PROBLEMA CON RADIOALTIMETRO,147
2020-02-20,7304,Avión 31,417641,147
2023-07-15,49623,Avión 10,FALLO DE BLEED1 CON MOTOR ENCENDIDO,146
2019-07-31,3513,Avión 19,INOP   ENCONTRADO DAÑO EN MOTOR LH  SIN ESTIMADA,146
2024-03-27,62609,Avión 36,SALE INDICACION DE CROSS BLEED ABIERTA,146
2024-05-03,64458,Avión 28,STARTER MOTOR SOLICITA ASISTENCIA TELEFÓNICA,146
2020-09-23,10342,Avión 28,949701,146
,13884,,-,146
2021-12-02,22481,Avión 6,CVR FWD FAIL,145
2023-01-04,40205,Avión 23,MANTENIMIENTO BASE 36KCYOOP,145
2022-09-10,34681,Avión 23,PTV PALANCAS DURAS,145
2024-04-03,62942,Avión 36,RETORNA A PARKING - PROBLEMAS CON PACK,145
2022-12-16,39329,Avión 16,SHOCK MOUNTS CRACKS,145
2021-09-07,18458,Avión 31,TCAS FAIL AND RADIO ALTIMETER FAIL,145
2020-02-24,7385,Avión 1,911361,145
2022-09-27,35480,Avión 23,AFTER START ENGINE 1 ITT IND DIGITAL & COUNTER US,144
2024-02-17,60699,Avión 1,OIL LEAK,144
2023-03-14,43237,Avión 17,OXYGEN MASK CM1 AND CM2 TESTS,144
2023-05-21,46750,Avión 4,PARKING BRAKE,144
2022-11-05,37360,Avión 11,RETURN TO PARKING DUE TO   AIL  LOCK LIT,144
2022-12-17,39410,Avión 23,AIRFRAME AIR BLEED FAULT,143
2023-08-11,51124,Avión 37,RETORNO A PARKING PACK 1  FUERTE RUIDO MOTOR,143
2023-08-10,51065,Avión 1,VUELVE A TFN POR PROBLEMAS TECNICOS,143
2020-08-29,9874,Avión 11,942441,143
2023-08-01,50526,Avión 22,DIF PITCH TRIM,142
2023-03-19,43517,Avión 36,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,142
2022-12-18,39463,Avión 32,WEATHER RADAR,142
2022-08-24,33881,Avión 12,50809D1,141
2023-08-20,51633,Avión 38,FALLO ADC2,141
2023-12-22,57994,Avión 4,GPU CONNECTION DOESNT WORK PROPERLY,141
2021-11-30,22394,Avión 18,PASSNGER DOOR OT OF ORDER,141
2023-07-15,49594,Avión 23,PERDIDA DE HYD VERDE,141
,6710,,-,141
2021-07-24,16680,Avión 4,D.U. TEMP HI,140
2021-09-12,18641,Avión 16,FALLOS EN SISTEMA ELECTRICO,140
2024-06-17,67081,Avión 25,GOLPE EN PUERTA DE CARGO DELANTERA,140
2021-08-15,17555,Avión 17,LATE RELEASE FROM SCH MAINT - TECHNICAL,140
2021-12-14,23169,Avión 12,MENSAJE DE FUEGO EN BODEGA TRASERA.,140
2023-07-08,49199,Avión 13,RUEDA N 4  DESHINCHADA FUGA VALVULA,140
2022-01-03,23885,Avión 1,VHF1 FAULT,140
2020-01-14,6696,Avión 31,409111,140
2020-11-26,11578,Avión 13,43629D1,139
2022-12-29,39958,Avión 1,BLEED LEAK N1 IN FLIGHT,139
2023-12-13,57521,Avión 38,VUELVE A PARKING POR PROBLEMA CON COMBUSTIBLE,139
2023-08-18,51518,Avión 1,ALTA TEMPERATURA EN MOTOR2 Y EN CABINA,138
2021-12-15,23227,Avión 12,ENG2 WHITE SMOKE DURING START,138
2023-06-18,48178,Avión 13,P08- SALTA DE NUEVO FALLO GEN ACW,138
2024-05-25,65659,Avión 22,TOFF CONFIG,138
,5323,,-,138
2022-12-15,39283,Avión 13,DC GEN 2 FAULT,137
2023-03-26,43877,Avión 7,ELECTRICAL HARNESS ON PROXIMITY SWITCH,137
2024-02-14,60542,Avión 10,RPL NUTSWITCHCLRH  OIL LEAK,137
2022-05-13,29058,Avión 4,SVCE BUS FAULT AND TCP PANEL US,137
2023-01-25,41120,Avión 36,TAIL BUMPER TOUCH DOWN,137
2020-03-12,7663,Avión 13,414231,137
2020-09-25,10366,Avión 28,949721,137
2023-11-19,56372,Avión 16,ANTIHIELO EN PALA DESPEGADO,136
,9239,,-,136
2023-03-16,43335,Avión 1,AVX CPM2,135
2022-08-12,33335,Avión 20,CABIN DOOR BROKEN,135
2023-12-14,57565,Avión 17,OFF BATTERY,135
2023-11-17,56236,Avión 24,SCRATCH EN SLAT RH,135
2021-01-14,12377,Avión 13,464381,135
2022-04-09,27679,Avión 21,584763,135
,159,,-,135
2023-04-18,45035,Avión 11,BATERIA DESCARGADA,134
2024-01-16,59187,Avión 40,PACK 1 OVERHEAT,134
2024-02-01,59973,Avión 40,PACK FAULT,134
2022-10-20,36629,Avión 18,AIL LOCK LIGHT,133
2024-07-14,68650,Avión 25,AVIONIC SWITCH,133
2022-10-09,36119,Avión 16,ENG 2 BLEED LEAK TWICE,133
2021-08-18,17706,Avión 16,FALLO ELECTRICO VUELO,133
2022-10-08,36055,Avión 12,GREEN NAV LIGHT US,133
2023-10-13,54546,Avión 18,PERDIDA HIDRAULICO TREN PRINCIPAL DERECHO,133
2023-01-13,40582,Avión 17,WP DIFERIDO CADUCADO SEAL PAX DOOR,133
2022-12-04,38724,Avión 24,09505D1,132
2019-06-13,2521,Avión 18,CREW SOLICITA MTTO A LAS 0830Z,132
2021-12-21,23440,Avión 2,ICE DETECTION SYSTEM LIGHT DOES NOT ILUMINATE PROPERLY,132
2024-07-09,68371,Avión 41,PILOTO REPORTA FALLO DEL PACK 1,132
2023-06-26,48579,Avión 24,SALTAN BRAKER LUCES NAVEGACION,132
2020-07-15,8913,Avión 10,957541,132
2022-12-08,38936,Avión 21,5660021,132
2024-02-21,60910,Avión 32,AC PUMP FAULT,131
2022-11-07,37483,Avión 16,CREW APUNTA DEFECTO DE AP YA DIFERIDO,131
2021-11-15,21674,Avión 15,ENG 1 SHORT DISPATCH,131
2022-12-09,39012,Avión 6,ENG 2 NO DISPATCH AND ENG2 SHORT DISPATCH,131
2019-08-13,3789,Avión 14,INCIDENTE TECNICO,131
2023-11-02,55498,Avión 40,PACK 1 INOP,131
2023-11-10,55928,Avión 3,PROBLEMAS CON STEERING Y CON EL MUELLE DEL ATCPS,131
2024-06-04,66258,Avión 14,BLUE HYD POP UP TRIGGERED OUT,130
2023-10-25,55165,Avión 34,DESEMBARCA POR PITOT,130
2024-06-24,67496,Avión 25,ENG 1 DISPLAY AVIONIC SINGLE SWITCH,130
2024-07-15,68694,Avión 35,FALLO ARRANQUE ENG 1,130
2023-05-26,46987,Avión 32,FUEL PRESSURE SWITCH,130
2023-10-10,54365,Avión 20,MAIN BATTERY FAULT,130
2023-05-15,46476,Avión 21,PITOT,130
2023-08-16,51428,Avión 40,PROPELLER BRAKE,130
2024-05-24,65610,Avión 22,TOFF CONFIG,130
2023-08-03,50682,Avión 13,AHRS PARKING SPC,129
2023-03-25,43814,Avión 10,AP DISCONECTION SEVERAL TIMES,129
2021-09-05,18379,Avión 13,BURNING SMELL IN COCKPIT AND CABIN,129
2023-07-16,49688,Avión 4,COMANDANTE SOLICITA CAMBIO RUEDA,129
2022-10-22,36722,Avión 14,DESPRESURIZACION SERVICE DOOR 2R,129
2023-05-11,46241,Avión 17,ENG START FAULT EN PUESTA EN MARCHA,129
2021-09-24,19083,Avión 32,FALLO RADIOALTIMETRO - CAMBIO PARKING OK,129
2020-10-07,10629,Avión 12,LATE RELEASE FROM SCH MAINT - TECHNICAL,129
2020-01-02,6485,Avión 12,1322,129
2022-07-15,31842,Avión 31,59496D1,128
2022-04-30,28538,Avión 20,LANDING GEAR RETRACTION NOT POSSIBLE,128
2023-12-16,57689,Avión 12,MANCHA FUGA COMBUSTIBLE EN LA PANZA,128
2023-04-03,44304,Avión 10,START ENG 1 FAULT   NO NH,128
2022-11-27,38368,Avión 1,ACW GENERATION 2 FAULT TWO TIMES DURING STAR.,127
2023-05-08,46105,Avión 24,CRG AFT FIRE HI ARMADVISORY MESSAGE ON EICAS,127
2023-03-03,42705,Avión 24,TOWING LIGHT REMAINS RED WITH STEERING OFF,127
2019-09-09,4337,Avión 31,AVERIA PTV ANORMALIDAD LC,126
2024-03-01,61372,Avión 38,PEC FAULT,126
2022-07-06,31412,Avión 7,1115801,126
,10466,,-,126
2024-07-04,68098,Avión 22,EL AVION NO TIENE COMUNICACIONES,125
2024-05-16,65171,Avión 34,FALLO NAV DATA FAIL,125
2024-03-25,62508,Avión 20,GOMA RUEDA 1 INSERVIBLE HARDLANDING,125
2022-07-24,32274,Avión 1,INOP POR CUMPLIMIENTO DE TAREA DE LAVADO DE MOTOR,125
2023-07-12,49437,Avión 8,PROBLEMAS CON PACK,125
2020-03-06,7546,Avión 3,915021,125
2020-09-14,10196,Avión 28,947401,125
,256,,-,125
2019-08-18,3923,Avión 23,AC SOLICITA MTTO,124
2021-11-29,22341,Avión 18,BLEED 2 FAULT WITH A BURNING SMELL.,124
2022-07-27,32427,Avión 28,CARGO DOOR CONTROL PANEL GNF RED LIGHT REMAINS ON,124
2024-05-17,65217,Avión 6,FUGA DE HIDRÁHULICO EN EL MOTOR  2,124
2024-04-06,63092,Avión 11,MOTOR 1 CON PARÁMETROS ANORMALES,124
2023-07-31,50474,Avión 2,PROBLEMA CON PUESTA EN MARCHA- BAJA PRESION SISTEMA HYD,124
2023-07-02,48880,Avión 38,RUIDO EN COLUMNA DE MANDOS DE VUELO,124
2021-08-13,17514,Avión 25,TAKE OFF INHIBIT NOT ARMED AT TAKE OFF,124
2020-01-16,6736,Avión 2,903551,124
2020-02-02,7016,Avión 17,933801,124
2022-03-17,26728,Avión 2,PACK 2 PROBLEMS,123
2021-06-25,15535,Avión 31,PEC FAULT,123
2019-07-28,3438,Avión 16,SE PRODUCE INCIDENTE TECNICO,123
2023-08-11,51155,Avión 13,YAW DAMPER,123
,16189,,-,123
2022-07-18,31991,Avión 14,ATCPS DO NOT ARM IN TAKE OFF,122
2022-08-24,33883,Avión 23,BIRDSTRIKE,122
2023-03-03,42735,Avión 24,OVERSPEED LANDING GEAR,122
2023-07-09,49235,Avión 13,PARCHE DE LA BOTA,122
2022-07-27,32422,Avión 25,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,122
2022-07-30,32566,Avión 12,50746033,122
2022-06-01,29811,Avión 18,ATPCS FAULT DURING TAKE OFF DOESNT ARM,121
2022-04-03,27429,Avión 20,CM2 PTT ON CONTROL WHEEL BLOCKED,121
2019-11-22,5718,Avión 4,CREW AVISA 1615,121
2023-02-09,41774,Avión 25,DU 2 FAULT EN ACE,121
2022-09-22,35273,Avión 11,A LOT OF MOSQUITOES IN THE LAVATORY,120
2023-08-20,51604,Avión 10,AC SIN BATERIA,120
2022-03-09,26321,Avión 31,AMBAS LUCES DE LAS PUERTAS DE EMERGENCIA ESTAN INOP,120
2018-10-25,208,Avión 31,ANOTACION PTV AIR FRAME DEICING FAULT,120
2019-07-25,3364,Avión 2,CMDTE AVISA X BANDA AEREA Q NO SUBE EL TREN ATERRIZAJE,120
2019-07-19,3243,Avión 13,CREW AVISA Q DEJA UNA ANOTACION,120
2021-11-12,21581,Avión 31,DADC FAIL,120
2023-03-25,43826,Avión 7,DU4 INOP RMS ON EWD,120
2021-10-03,19483,Avión 20,ENGIN 2 FEEDER TANK NOT FULL LEVEL INDICATION,120
2024-06-25,67563,Avión 10,PILOTO REPORTA ACW ENG1 FAULT,120
2018-10-25,205,Avión 13,TRABAJOS PROGRAMADOS  LC,120
2022-08-27,34041,Avión 35,621131,120
,27841,,-,120
2022-11-04,37330,Avión 25,2PTV MFC1B 2A AND 2B   FWS NOT AVAIL IN EWD,119
2022-04-19,28070,Avión 16,DOCUMENTACIÓN DE PESO Y CENTRADO DEL AERONAVE ESTA CADUCADO,119
2023-04-09,44594,Avión 23,ENGINE 2 LEAK OBSERVED,119
2024-05-05,64556,Avión 44,FLIGHT CONTROL HORIZONTAL STAB FAULT,119
2022-10-23,36799,Avión 31,LANDING ELEVATION GOES TO 0000 FROM TIME TO TIME,119
2023-09-07,52599,Avión 6,LIGHT LIGHTNING STRIKE AT INITIAL CLIMB,119
2022-05-23,29418,Avión 13,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,119
2023-03-22,43673,Avión 23,TORQUE DISSAGREEMENT IN BETWEEN THE ENGINES,119
2022-07-08,31523,Avión 11,1114291,119
,19721,,-,119
,63612,,-,119
2022-09-27,35503,Avión 3,ANORMAL VIBRATION IN SOME FLIGHT PHASES.,118
2019-02-03,633,Avión 3,EVENT FOR A NETLINE DELAY  CANCELLATION,118
2018-08-02,14,Avión 17,LATE RELEASE FROM SCH MAINT - TECHNICAL WO 194443,118
2021-11-13,21600,Avión 12,PRESSURIZATION DOESNT WORK PROPERLY AFTER APU START.,118
2023-12-30,61622,Avión 6,SCHEDULED MAINTENANCE - MAINTENANCE,118
2022-07-18,31976,Avión 7,SMOKE IN THE ENGINE FOR 4 MINUTES ENG 2,118
2019-04-09,1450,Avión 1,SOLICITA MTTO,118
2022-03-28,27166,Avión 19,TASK FOR NLG AFTER HIGH WINDS,118
2024-06-06,66327,Avión 48,FLIGHT CONTROL NO DISPATCH- FALLO DE AMBOS INERCIALES,117
2024-05-29,65865,Avión 47,PEC FAULT,117
2024-07-14,68660,Avión 18,PROBLEMAS CON AILERON,117
2024-03-02,61443,Avión 40,STARTER GEN 1 FAULT,117
2022-09-23,35308,Avión 37,STRANGE VIBRATIONS SUDDENCY DURING CRUISE AND SMELL.,117
,9563,,-,117
2022-11-22,38173,Avión 23,AFCS FAULT,116
2023-04-04,44368,Avión 24,ENG.1 IGNITION FAULT NO EICAS MSG,116
2023-02-26,42474,Avión 38,OVERSPEED FLAP 30,116
2019-10-20,5085,Avión 20,PROBLEMAS INVERSOR 1,116
,19897,,-,116
2023-10-27,55263,Avión 15,1DSELLOS,115
2021-08-27,18021,Avión 15,HYD LEAK BELOW ENG 2,115
2022-04-09,27678,Avión 16,IEP LIGHT US,115
2022-11-26,38339,Avión 34,LATE RELEASE FROM SCH MAINT - TECHNICAL,115
2023-09-25,53549,Avión 18,PERDIDA DE HIDRAULICO,115
2023-07-14,49565,Avión 18,PITIDO EN PUERTA DE PASAJE,115
2022-07-20,32097,Avión 12,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,115
2023-03-13,43160,Avión 7,BSI  PAC,114
2024-06-10,66555,Avión 31,CORROSIÓN TLU,114
2023-01-13,40608,Avión 21,ELECTRICAL SMOKE WARNING,114
2023-10-26,55188,Avión 15,ENGINE CONTROL FAULT,114
2022-04-22,28226,Avión 21,GENERAL ELECTRIC FAILURE DURING STARP UP WITH GPU CONECTED,114
,7582,,-,114
2023-11-27,56759,Avión 34,ASIENTO TCP SUELTO,113
2024-05-06,64632,Avión 6,ESCASO REMANENTE BSI,113
2024-05-01,64354,Avión 15,EVACUATION SLIDES,113
2023-02-09,41803,Avión 2,TORQUE ASYMMETRY,113
2024-07-13,68596,Avión 25,AVIONICS SWITCH,112
2023-05-12,46306,Avión 21,CREW QUERY - OPERATIONAL,112
2023-10-13,54539,Avión 40,FALLO GENERADOR 2 PTOS ATL MAS,112
2021-08-23,17880,Avión 22,OIL LEAK MLG,112
2023-04-25,45417,Avión 8,OTHERS  NOT SPECIFIED - OPERATIONAL,112
2024-06-15,66924,Avión 43,OVERHEAT FRENO N1,112
2022-08-12,33326,Avión 24,TOWING INDICATION LIGHT REMAIN REDWHEN PRKG BRAKE RELEASE,112
2024-03-10,61836,Avión 44,WEATHER RADAR,112
2023-04-16,44937,Avión 2,CAMBIO MASCARA O2 Y ALTIMETRO,111
2023-07-27,50263,Avión 28,PERDIDA DE HYD,111
2022-08-27,34031,Avión 1,AFTER SEVERAL ATTEMPTS OF BAT SWITCH ON ONLY ONE DU COME ON,110
2019-07-03,2921,Avión 23,AIR TURN BACK - OPERATIONAL,110
2024-05-10,64860,Avión 25,AVION QUEDA INOP POR FALLO DE LA GCU,110
2023-12-29,58360,Avión 17,D4 FAULT,110
2023-05-03,45858,Avión 6,FOUND CORROSION AT FWD ACCESS DOOR LH SIDE,110
2023-01-10,40464,Avión 35,NOSE LANDING GEAR UNSAFE INDICATION,110
2023-07-07,49132,Avión 1,PENDIENTE DE SECADO PR,110
2023-02-06,41658,Avión 22,RUDDER TRIM FAIL EN ACE,110
2022-05-06,28781,Avión 7,TEMPERATURA ALTA,110
2023-11-18,56299,Avión 38,TORQUE OVERLIMIT EN DESPEGUE,110
2019-10-30,5269,Avión 14,ACC SOLICITA MTTO,109
2024-01-07,58728,Avión 38,AUDIO CONTROL PANEL,109
2024-06-06,66371,Avión 25,AVIONIC SINGLE SWITCH,109
2023-07-03,48956,Avión 20,ENG 2 BLEED OVHT,109
2021-06-09,15091,Avión 18,ENG1 FLAME OUT IN FLIGHT,109
,3026,,-,109
2023-10-25,55146,Avión 12,1D  CHEQUEO DIFERIDO,108
2020-08-21,9710,Avión 28,95134D1,108
2023-11-23,56524,Avión 32,AC OUTLETS NO DISCONNECT,108
2022-11-12,37705,Avión 14,ATPCS NOT ARMED DURING TAKE -OFF RUN,108
2022-04-08,27653,Avión 2,CABIN COMPT HIGH TEMP  35C,108
2023-07-09,49246,Avión 20,CHEQUEO NIVEL DE HIDRÁULICO,108
2023-04-21,45206,Avión 8,FUEL LOW PRESSION,108
2023-01-20,40929,Avión 28,INV 2 FAULT,108
2024-03-08,61743,Avión 17,PANTALLA 4 INOPERATIVA,108
2023-09-21,53356,Avión 10,PROBLEMAS STARTER,108
2019-05-29,2299,Avión 31,AVION INOPERATIVO EN FUE  -PERDIDA DE HIDRAULICO-,107
2024-06-11,66643,Avión 39,SOLICITA QUE SE ACERQUE CON UNAS VARILLAS,107
2019-08-26,4093,Avión 31,AC SOLICITA MTTO,106
2023-01-15,40663,Avión 24,BRAKE REPLACEMENT 4,106
2021-08-16,17626,Avión 4,DC GEN 2 INOP,106
2021-06-11,15125,Avión 4,EXHAUST MODE FAULT,106
2021-10-03,19459,Avión 21,INV 2 FAULT,106
2023-09-15,53007,Avión 31,PROBLEMAS CON TRIM HA SALTADO FALLO AVISO FLIGHT CONTROL,106
2023-06-03,47367,Avión 4,TREN DE ATERRIZAJE,106
2020-03-06,7544,Avión 2,912421,106
,5911,,-,106
,13247,,-,106
2019-12-22,6296,Avión 13,AC SOLICITA MTTO,105
2022-08-04,32861,Avión 3,AFT COM PT LAV DENT FANS FAULS,105
2020-01-30,6951,Avión 6,DELAY OF WORKPACKAGE NHAL-300120-3,105
2023-01-31,41366,Avión 10,DURANTE LA LC ENCUENTRAN UN PARCHE DE UN MOTOR ROTO.,105
2022-02-21,25684,Avión 15,EL APU NO DA BLEED,105
2019-08-24,4041,Avión 16,INCIDENTE TECNICO CREW AVISA A LAS 0743Z SE PRODUCE,105
2022-10-20,36652,Avión 21,PACK VALVE 1 FAULT,105
2019-06-28,2822,Avión 2,SOLICITA MTTO,105
2023-03-05,42785,Avión 15,WP PERMANENT REPAIR DENT ON INNER BARREL SKIN,105
,37739,,-,105
2024-03-17,62163,Avión 38,ACUMULADOR VERDE NO SUBE DE 1200,104
2024-05-27,65743,Avión 6,ADS2 FAIL Y CREW WARNING SYSTEM FAULT,104
2023-07-07,49127,Avión 8,FUGA DE ACEITE POR BOMBA Y HMU,104
2019-09-20,4517,Avión 1,INOPERATIVO TOBERA FUERA DE LIMITES,104
2023-09-03,52397,Avión 25,PASSENGERS DOOR,104
,4382,,-,104
2023-09-17,53105,Avión 24,1D  BSI ENG LH  RH,103
2021-11-14,21660,Avión 25,ENG 1 TQ POINTER INOP,103
2024-03-21,62351,Avión 44,POSIBLE HARD LANDING,103
2022-02-20,25636,Avión 24,PROBLEMAS CON FAN,103
2024-03-13,61969,Avión 18,BSI,102
2022-04-29,28496,Avión 4,CM1 AUTOPILOT QUICK DISCONNECT PUSH BOTTON BOKEN,102
2024-01-24,59617,Avión 25,CORRECION CAMBIO DE COMPONENTE,102
2022-11-22,38158,Avión 22,ENG 2 SGL CHNEL,102
2018-12-26,441,Avión 10,INOPERATIVO EN SPC,102
2024-04-28,64170,Avión 41,PERDIDA DE PRODUCTO DE LIMPIEZA POR EL BAÑO,102
2018-10-31,233,Avión 3,SE PRODUCE INCIDENTE TÉCNICO,102
2022-06-04,29954,Avión 10,SERVICE DOOR LATCH INOP,102
,3538,,-,102
,4726,,-,102
,9960,,-,102
2022-12-03,38681,Avión 17,15 ITT FLUCTUATIONS ON ENG N 2,101
2022-10-27,36979,Avión 1,DC GEN 2 FAULT,101
2023-02-04,41562,Avión 7,IMPACTO DE RAYO,101
2019-02-25,794,Avión 2,INCIDENTE TECNICO,101
2022-11-30,38542,Avión 32,WHEATER RADAR FAIL,101
,2744,,-,101
,4745,,-,101
,10243,,-,101
,15921,,-,101
2023-06-12,47842,Avión 8,ABORTA DESPEGUE POR PROBLEMAS CON MANDOS DE VUELO,100
2023-08-24,51853,Avión 35,BACKUP MODE FAULT,100
2022-09-10,34717,Avión 13,EFIS COMP. DURING TAXI,100
2019-09-23,4575,Avión 17,INCIDENTE TECNICO  AIR TURN BACK - OPERATIONAL,100
2021-10-19,20387,Avión 16,LOST OF ENGINE N2 POWER DURING TAKE OFF,100
2021-07-26,16763,Avión 14,PILOT REPORT - AP YAW DUMPER INVALID,100
2018-10-28,217,Avión 16,PILOT REPORT - OPERATIONAL,100
2024-05-21,65479,Avión 15,REPLACEMENT ENG 2WASH,100
2023-04-13,44804,Avión 12,SAME AS ATL N012101 D1,100
2022-12-03,38686,Avión 34,YAW AUTOTRIM FAIL DURING TAXI MESSAGE,100
2020-02-25,7400,Avión 4,933462,100
2020-02-10,7159,Avión 15,00323D2,99
2021-09-05,18385,Avión 24,PIN DOOR STRAP MISSING DOOR R2,99
2023-04-21,45211,Avión 35,PITCH TRIM,99
2019-08-08,3690,Avión 13,REALIZANDO MONTAJE DE CAMILLA,99
2022-07-26,32366,Avión 19,REJECTED TAKE OFF DUE TO RMS FAILURE DU2 OFF WITH F FAILURE,99
2019-12-06,5992,Avión 14,SOLICITAN MTTO  FALLO PITOT,99
2022-08-19,33649,Avión 37,615721,99
2021-03-07,13253,Avión 17,983651,99
,122,,-,99
,10298,,-,99
,13332,,-,99
2022-10-22,36743,Avión 13,3 PTV BEACON COVERVIBRATIONO2 BOTTLE,98
2023-08-12,51197,Avión 28,BLEED Y AUTOPRESSURE,98
2023-09-04,52463,Avión 1,EL MOTOR 2 NO ENCIENDE,98
2019-08-29,4152,Avión 10,MONTAJE DE CAMILLA,98
2024-05-16,65168,Avión 35,NAV DATA FAIL,98
2022-12-01,38604,Avión 25,OCM1200 LH  1A1,98
2024-01-20,59378,Avión 34,PEC FAULT,98
2023-07-07,49150,Avión 4,PROBLEMAS CON LANDING GEAR,98
2023-03-08,42933,Avión 23,TQ DIFF ABOUT 12 AT SAME PL POS OUT OF NOTCH,98
2022-07-14,31764,Avión 8,51111291,98
,6141,,-,98
2022-02-23,25746,Avión 12,CM2 PILOT SEAT LONGITUDINAL ADJUSTMENT INOPERATIVE,97
2024-03-09,61789,Avión 10,PÉRDIDA DE HIDRÁULICO,97
2023-11-24,56612,Avión 17,POP UP DE HYD,97
2023-08-01,50546,Avión 2,PROBLEMAS CON AUTOPILOT,97
2023-06-12,47829,Avión 24,SB AILERON OGMA,97
,6497,,-,97
2024-03-07,61670,Avión 38,AC NO ARRANCA,96
2022-06-28,31029,Avión 11,AIL LOCK LT BEFORE TAKE OFF,96
2021-08-16,17621,Avión 4,DC GEN 2 FAULT DURING ENG STAR,96
2020-12-22,12042,Avión 23,FINDING NRC TASKCARD LINE CHECK - COM 1  ITEM 1,96
2023-05-05,45936,Avión 16,MCDU FAIL,96
2022-03-18,26783,Avión 25,YAW DUMPER DEGRADED,96
,89,,-,96
2023-07-02,48912,Avión 15,1DBSI ENG1  HSTA FINDING CORROSION,95
2019-06-10,2471,Avión 13,CREW SOLICITA MTTO  AL AS 1258Z,95
2023-08-11,51149,Avión 1,DU HI TEMP,95
2023-03-23,43713,Avión 3,ENG OIL LEAK N2,95
2024-05-11,64906,Avión 22,FLIGHT CONFIG TEST,95
2022-12-31,40052,Avión 18,GPU DC CONNECTOR US,95
2023-07-09,49240,Avión 3,MASCARILLA CM NO PASA EL TEST,95
2022-12-01,38572,Avión 16,MEDICION VARILLAS,95
2024-04-28,64171,Avión 12,PUERTA DE PASAJE DESNIVELADA,95
2022-10-30,37137,Avión 14,RH ATCPS DOESNT WORK,95
2022-08-20,33705,Avión 28,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,95
2019-11-25,5774,Avión 14,SOLICTAN PILAS PARA LOS CASCOS,95
2020-10-07,10639,Avión 15,00926D1,94
2019-07-07,2992,Avión 23,AC SOLICITA MTTO,94
2023-04-20,45149,Avión 37,BLUE ACC PRESSURE BELOW 1500 PSI.,94
2019-09-20,4522,Avión 20,CREW AVISÓ A LAS 0732 Q IBAN A LLEGAR A LPA CON UN REPORTE,94
2023-02-26,42460,Avión 31,PEC SELLH N2,94
2023-07-10,49318,Avión 32,PROBLEMAS AC OUTLET,94
2023-07-21,49956,Avión 3,RETORNO A PARKING POR PROBLEMA MANDOS DE VUELO,94
2022-11-14,37766,Avión 18,DIFERIDO CUMPLIDO  - AIL LOCK,93
2020-03-06,7541,Avión 31,LATE RELEASE FROM SCH MAINT - TECHNICAL,93
2023-07-12,49428,Avión 13,PÉRDIDA  HIDRÁULICO,93
2023-03-26,43884,Avión 24,PRESSURE SWITCH,93
2022-02-21,25674,Avión 12,PROBLEMAS CON RADIO ALTIMETRO 2,93
2024-05-22,65522,Avión 21,PTT NO FUNCIONA MUY BIEN,93
2019-05-26,2234,Avión 23,ABORTED TAKE OFF - OPERATIONAL,92
2024-03-16,62103,Avión 21,BLEED LEAK,92
2022-08-15,33443,Avión 22,CROSSFEED ALARM & PACK VALVE,92
2024-01-11,58949,Avión 34,PALAS FUERA DE BANDERA,92
2023-07-09,49267,Avión 31,PROBLEMA ELECTRICO GENERAL,92
2021-06-07,15026,Avión 18,YAW AUTOTRIM,92
,3551,,-,92
