ID,Occurred,At,Issuer,A/C,Station,Headline,Flight No,ATA,Advise
14966,2021-06-03,0 days 16:00:00,2291,Avión 31,,RESETEO EN ARRANQUE,NT913,80-00,A/C Ready
14940,2021-06-03,0 days 12:33:00,5812,Avión 4,PIQ,PBE DESPRECINTADO,NT470,35-00,
14942,2021-06-03,0 days 13:12:00,5812,Avión 2,PDQ,O2 LOW PRESSURE,NT188,35-00,
14926,2021-06-03,0 days 07:12:00,5812,Avión 31,FNC,PROBLEMA CON TCAS,,34-43,
14964,2021-06-04,0 days 05:45:00,5812,Avión 7,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,,UNK,
14992,2021-06-05,0 days 13:08:00,5480,Avión 7,PIQ,AVIONICS SINGLE CHANNEL AT START UP,NT420,42-11,A/C Ready
15007,2021-06-06,0 days 09:23:00,5456,Avión 28,PIQ,LOW PITCH,NT608,61-45,A/C Ready
15006,2021-06-06,0 days 08:33:00,5456,Avión 9,PDQ,ENG1 FUEL LO PRESS LIGHT,NT119,28-21,A/C Ready
15003,2021-06-06,0 days 05:58:00,5456,Avión 5,PDQ,SERVICE DOOR-HOLD OPEN DEVICE BROKEN,,52-42,A/C Ready
15028,2021-06-07,0 days 08:45:00,3444,Avión 2,PDQ,PROBLEMAS PUERTA BODEGA DELANTERA 09:45,590,52-31,A/C Ready
15026,2021-06-07,0 days 07:03:00,3444,Avión 18,PIQ,YAW AUTOTRIM,NT487,22-00,A/C Ready
15048,2021-06-08,0 days 07:41:00,3444,Avión 1,PDQ,CAMBIO DE ESTADO QUEDA AVION EN MANTENIMIENTO,119,05-20,A/C Ready
15076,2021-06-09,0 days 07:45:00,5871,Avión 6,PDQ,ENG2 FEED LOW PRESS,NT106,28-00,
15091,2021-06-09,0 days 17:12:00,5812,Avión 18,PDQ,ENG1 FLAME OUT IN FLIGHT,NT366,72-00,A/C Ready
15206,2021-06-09,0 days 15:30:00,2291,Avión 9,,NO INFO,,UNK,
15079,2021-06-09,0 days 08:59:00,5871,Avión 2,PIQ,CARGO DOOR CLOSING PROBLEM,659,52-31,A/C Ready
15072,2021-06-09,0 days 06:27:00,5871,Avión 1,PIQ,P.B.TEST F/O OXY MASK TEST FAIL,NT135,35-13,A/C Ready
15099,2021-06-10,0 days 05:56:00,5450,Avión 6,PIQ,FUEL FEED FAULT,NT5251,73-31,
15125,2021-06-11,0 days 13:13:00,5812,Avión 4,PDQ,EXHAUST MODE FAULT,,21-23,A/C Ready
15126,2021-06-11,0 days 13:13:00,3444,Avión 3,PIQ,ENGINE 2 BLEED LEAK,NT145,36-11,A/C Ready
15137,2021-06-12,0 days 07:12:00,5812,Avión 8,PDQ,COLOCAR TIRA FLUORESCENTE PASILLO,NT102,25-00,A/C Ready
15160,2021-06-13,0 days 15:06:00,5479,Avión 2,,DU 3 FAULT,NT471,31-60,A/C Ready
15172,2021-06-14,0 days 08:14:00,5871,Avión 8,PIQ,XRDR 2 FAULT IN FLIGHT,NT119,34-00,A/C Ready
15171,2021-06-14,0 days 06:44:00,5450,Avión 1,PIQ,FALLO AUDIO 06:44,607,23-50,A/C Ready
15225,2021-06-15,0 days 13:00:00,2291,Avión 2,PIQ,CARGO DOOR CLOSING PROBLEM,NT622,52-31,
15210,2021-06-15,0 days 12:44:00,5450,Avión 19,PDQ,QUITAR PRECINTO PBE,214,25-65,A/C Ready
15233,2021-06-16,0 days 10:15:00,5450,Avión 2,PIQ,AIR AUTO PRESS FAULT,NT662,21-31,A/C Ready
15239,2021-06-16,0 days 15:19:00,5479,Avión 7,PDQ,PROBLEMAS CON GPU,,24-40,A/C Ready
15265,2021-06-17,0 days 14:55:00,5871,Avión 15,PDQ,SMOKE DETECTION,,26-10,
15285,2021-06-18,0 days 05:56:00,5812,Avión 13,PDQ,SCC PA AND PANEL U/S,NT207,23-31,A/C Ready
15323,2021-06-19,0 days 12:50:00,5812,Avión 20,PDQ,ATTENDAND HANDSET TCP II U/S,NT151,23-43,A/C Ready
15351,2021-06-20,0 days 15:31:00,5545,Avión 9,PIQ,SEAT LOOSE,NT421,25-21,
15371,2021-06-21,0 days 13:15:00,3444,Avión 7,PIQ,PROBLEMAS GPU,420,24-40,A/C Ready
15358,2021-06-21,0 days 05:20:00,5479,Avión 24,PDQ,TRU2 FAIL,,24-00,A/C Ready
15380,2021-06-21,0 days 17:18:00,5871,Avión 24,PIQ,CAUTION FLAP FAULT,NT5751,27-53,A/C Ready
15453,2021-06-23,0 days 15:15:00,5871,Avión 11,PIQ,PROBLEMAS MASCARILLA,,35-12,
15632,2021-06-25,0 days 20:15:00,2291,Avión 13,,PROBLEMAS PARA METER DATOS EN EL ORDENADOR A BORDO,NT235,31-00,
15546,2021-06-25,0 days 20:01:00,5480,Avión 4,PIQ,SERVICE DOOR HOLD U/S,NT317,53-67,
15535,2021-06-25,0 days 17:38:00,5480,Avión 31,FNC,PEC FAULT,NT932,61-21,A/C Ready
15569,2021-06-26,0 days 13:46:00,5812,Avión 17,,PROBLEMA PANTALLAS,,31-61,A/C Ready
15576,2021-06-26,0 days 18:00:00,5480,Avión 17,PDQ,RH MLG UNLOCK ALERTS,NT227,32-61,A/C Ready
15614,2021-06-27,0 days 15:00:00,5480,Avión 2,PIQ,102092/D1,NT629,30-30,A/C Ready
15591,2021-06-27,0 days 05:39:00,5450,Avión 19,PDQ,FALTABAN DOCUMENTOS O/B,155,00-00,
15609,2021-06-27,0 days 13:37:00,5480,Avión 22,PDQ,50077/D1,NT511,05-51,A/C Ready
15610,2021-06-27,0 days 14:58:00,5480,Avión 3,PDQ,ENG 2 PEC SGL CH,NT158,61-21,A/C Ready
15634,2021-06-27,0 days 12:50:00,2291,Avión 23,,SIN INFO,NT7001,UNK,
15656,2021-06-28,0 days 15:36:00,5871,Avión 31,PIQ,ANTISKID FAULT,NT167,32-42,
15677,2021-06-28,0 days 11:00:00,2291,Avión 11,PDQ,PROBLEMA CON LA CARGA DE COMBUSTIBLE,NT516,12-11,
15659,2021-06-28,0 days 17:43:00,5871,Avión 31,,STICK PUSHER SHAKER FAULT IN FLIGHT,NT652,27-36,A/C Ready
15657,2021-06-28,0 days 16:53:00,5871,Avión 21,PDQ,DOG HOUSE PROBLEM,NT523,25-27,A/C Ready
15638,2021-06-28,0 days 10:55:00,5450,Avión 8,PDQ,PROBLEMA CON GALLEY,,25-30,A/C Ready
15635,2021-06-28,0 days 07:49:00,5450,Avión 24,PDQ,PROBLEMA CON EL WASTE TANK,NT457,38-32,A/C Ready
15673,2021-06-29,0 days 06:06:00,5450,Avión 32,PIQ,CINTA BODEGA SUELTA,153,28-00,
15702,2021-06-29,0 days 18:26:00,5871,Avión 31,PDQ,PROBLEMA REPOSTAJE,,12-11,A/C Ready
15688,2021-06-29,0 days 12:37:00,5450,Avión 7,PIQ,PROBLEMA BARRA SERVICIO,,24-47,A/C Ready
15748,2021-06-30,0 days 16:11:00,5871,Avión 22,PIQ,PROBLEMAS ARRANQUE,NT167,72-00,A/C Ready
15725,2021-06-30,0 days 06:16:00,5450,Avión 32,,PROBLEMA CON BOMBA EYECTORA,,28-00,
15749,2021-06-30,0 days 17:09:00,5871,Avión 4,,TAR STICK HAS THE WING BROKEN IT CAN HURT,NT523,25-00,A/C Ready
15785,2021-07-01,0 days 13:28:00,5450,Avión 24,PDQ,CREW QUERY - ERROR EN EL TANQUE DEL BAÑO,,12-14-05,A/C Ready
15769,2021-07-01,0 days 06:03:00,5450,Avión 20,,PILOT REPORT - FLIGHT ATTENDANT REAR SCREEN INOP,NT414,31-17,A/C Ready
15793,2021-07-01,0 days 19:10:00,5812,Avión 31,PDQ,PILOT REPORT - RESTRAIN BAR UNDER SEATS 19D-F LOOSE,NT525,25-21,
15773,2021-07-01,0 days 08:25:00,5450,Avión 17,,PILOT REPORT - AIL LOCK LIGHT,NT108,27-70,A/C Ready
15775,2021-07-01,0 days 10:59:00,5450,Avión 2,PIQ,PILOT REPORT - ENG BLEED 1 LEAK,NT127,45-00,A/C Ready
15771,2021-07-01,0 days 07:22:00,5450,Avión 6,PIQ,PILOT REPORT - FUEL CONTROL FAULT ON EICAS,NT153,28-41-03,A/C Ready
15777,2021-07-01,0 days 12:34:00,5450,Avión 5,PDQ,PILOT REPORT - LEFT BRAKE FLUID LEAKEAGE FROM BRAKE CALIPER,NT207,32-42,A/C Ready
15834,2021-07-02,0 days 17:00:00,5812,Avión 1,PIQ,PILOT REPORT - PUERTA DE CARGO NO CIERRATIONAL,NT475,52-31,
15904,2021-07-02,0 days 14:00:00,2291,Avión 31,,MAINTENANCE ACTION WITHOUT PILOT REPORT - SIN INFO,NT631,UNK,
15806,2021-07-02,0 days 04:39:00,5479,Avión 1,PIQ,PROBLEMA RED AFT CARGO,,25-56,A/C Ready
15835,2021-07-02,0 days 18:00:00,5812,Avión 1,PIQ,PILOT REPORT - AFT CARGO DOOR DOES NOT ACTUATE,NT475,52-31,
15815,2021-07-02,0 days 07:14:00,5450,Avión 7,PIQ,FALLO ARRANQUE MOTORES,492,80-00,A/C Ready
15831,2021-07-02,0 days 14:19:00,5812,Avión 22,PDQ,PILOT REPORT - DCU1 INOP,NT511,72-00,A/C Ready
15867,2021-07-03,0 days 16:15:00,5812,Avión 3,PIQ,PILOT REPORT - BLEED LEAK ENG Nº2,NT169,21-51,A/C Ready
15882,2021-07-04,0 days 07:44:00,5871,Avión 12,PDQ,PILOT REPORT - ENG1 FUEL LO PRESS CAUTION MSG,,73-31-00,A/C Ready
15960,2021-07-04,0 days 19:00:00,2291,Avión 19,,NO MAINTENANCE ACTION - SIN INFO,NT640,UNK,
15912,2021-07-05,0 days 09:45:00,5871,Avión 30,,CARGO DOOR PROBLEM,PM418,52-31,
15921,2021-07-05,0 days 12:48:00,5871,Avión 9,,"PILOT REPORT - APM ""DEGRADED PERF""",NT145,31-31,A/C Ready
15936,2021-07-05,0 days 20:33:00,5812,Avión 8,PDQ,NO MAINTENANCE ACTION - PROBLEMA PUERTA,NT204,52-00,
15917,2021-07-05,0 days 11:59:00,5871,Avión 1,PIQ,PILOT REPORT - INV 2 FAULT,NT662,24-21,A/C Ready
15959,2021-07-06,0 days 12:46:00,5871,Avión 19,,SOLICITUD DE PTV NUEVO,,00-00,
15973,2021-07-06,0 days 16:53:00,5450,Avión 9,,PILOT REPORT - ASIENTO TCP2 NO CIERRA,NT170,25-21,A/C Ready
16007,2021-07-07,0 days 13:34:00,5871,Avión 4,PIQ,PILOT REPORT - LH MLG  DOOR LINK BROKEN,NT658,32-00,
16010,2021-07-07,0 days 14:54:00,5450,Avión 23,PDQ,PILOT REPORT - FLUID LEAK UNDER THE FUSELAJE,NT108,53-00,A/C Ready
16015,2021-07-07,0 days 18:06:00,5479,Avión 9,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - PEC SINGLE CHANNEL,,61-40,A/C Ready
16013,2021-07-07,0 days 17:06:00,5479,Avión 20,PDQ,PILOT REPORT - FUEL UNBALANCE,,28-00,A/C Ready
16034,2021-07-08,0 days 06:36:00,5905,Avión 8,PDQ,PILOT REPORT - A/C EXTERIOR DIRTY,NT205,12-21,
16064,2021-07-08,0 days 17:45:00,5450,Avión 9,,PILOT REPORT - FWD TCP SEAT BLOCKED,NT525,25-21,A/C Ready
16032,2021-07-08,0 days 05:41:00,5905,Avión 28,PDQ,PILOT REPORT - LAV. SMOKE LIGHT ATTENDANT PANEL U/S,,24-46,A/C Ready
16089,2021-07-09,0 days 10:49:00,5812,Avión 28,PDQ,PILOT REPORT - ENG SHUT DOWN,NT212,61-45,A/C Ready
16079,2021-07-09,0 days 05:40:00,5905,Avión 11,PIQ,CREW QUERY - O2 BOTTLE STICKER UNREADABLE,,35-31,
16091,2021-07-09,0 days 09:40:00,5812,Avión 5,PDQ,KIT COVID,NT510,25-64,
16099,2021-07-09,0 days 13:01:00,5812,Avión 16,PDQ,PILOT REPORT - SPEED DIFFERENCES,NT507,34-13,A/C Ready
16105,2021-07-09,0 days 13:38:00,5871,Avión 13,PIQ,PILOT REPORT - FLOOR UNSTICKED,NT622,25-28,A/C Ready
16114,2021-07-09,0 days 20:25:00,5545,Avión 20,PDQ,CIRCUIT BREAKER,,20-45,
16107,2021-07-09,0 days 14:19:00,5871,Avión 22,PDQ,PILOT REPORT - AIL LCK BLOCKED,NT645,27-12,
16130,2021-07-10,0 days 06:10:00,5812,Avión 3,PIQ,PILOT REPORT - MAIN HYD PUMP GREEN FAIL,NT485,29-00,A/C Ready
16165,2021-07-11,0 days 12:39:00,5812,Avión 1,PDQ,PILOT REPORT - INERTER FAULT,NT227,24-60,A/C Ready
16157,2021-07-11,0 days 06:17:00,5812,Avión 31,PDQ,NO MAINTENANCE ACTION - GPU,,24-40,A/C Ready
16160,2021-07-11,0 days 06:46:00,5812,Avión 1,PDQ,PILOT REPORT - IDLE GATE,NT102,76-13,A/C Ready
16195,2021-07-12,0 days 07:36:00,5812,Avión 28,,PILOT REPORT - ENG1 HIGH FUEL TEMP,NT107,73-15,A/C Ready
16189,2021-07-12,0 days 06:39:00,5812,Avión 30,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,05-20,
16193,2021-07-12,0 days 09:35:00,3444,Avión 3,PIQ,PILOT REPORT - PITOT PROBLEM,NT612,34-11,A/C Ready
16204,2021-07-12,0 days 13:17:00,5812,Avión 16,,PILOT REPORT - TCAS FAIL,NT616,34-57,
16199,2021-07-12,0 days 12:35:00,5812,Avión 19,PDQ,PILOT REPORT - ITT ENG2,NT213,80-00,A/C Ready
16227,2021-07-13,0 days 05:50:00,5450,Avión 21,PDQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - BATTERY REQUEST,,25-65,A/C Ready
16267,2021-07-14,0 days 12:22:00,5450,Avión 20,PDQ,PILOT REPORT - FUEL DIFFERENCE,NT516,28-42,A/C Ready
16261,2021-07-14,0 days 07:02:00,5905,Avión 9,PIQ,PILOT REPORT - PEC SGL CHANNEL,NT636,61-21,A/C Ready
16299,2021-07-15,0 days 05:47:00,5450,Avión 31,PDQ,AIRCRAFT DOCUMENTATION PROBLEM - OPERATIONAL,,00-00,A/C Ready
16317,2021-07-15,0 days 12:55:00,5450,Avión 14,PDQ,CREW QUERY - OPERATIONAL,,00-00,
16319,2021-07-15,0 days 12:56:00,5450,Avión 2,PIQ,PILOT REPORT - WHEEL WEAR,NT662,12-37,A/C Ready
16326,2021-07-15,0 days 13:43:00,5450,Avión 7,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - CARGO DOOR,,52-31,A/C Ready
16304,2021-07-15,0 days 07:32:00,5450,Avión 1,PDQ,PILOT REPORT - INV 2  FAULT,,24-21,A/C Ready
16328,2021-07-15,0 days 15:24:00,5871,Avión 20,PDQ,FUEL LEVEL CHECK,,12-11,A/C Ready
16344,2021-07-16,0 days 02:31:00,5545,Avión 5,PIQ,EEC2 FAULT DURING T.O,NT425,73-23,A/C Ready
16373,2021-07-16,0 days 19:45:00,5812,Avión 20,PDQ,FUEL LEVEL CHECK,,12-11,A/C Ready
16364,2021-07-16,0 days 16:30:00,5812,Avión 2,PIQ,BLEED LEAK 1,NT634,36-11,A/C Ready
16366,2021-07-16,0 days 14:00:00,5812,Avión 14,PIQ,SOPORTE IPAD CM1 ROTO.,NT455,25-10,A/C Ready
16395,2021-07-17,0 days 11:10:00,5450,Avión 14,PIQ,DUDA PUERTA EMERGENCIA,,52-20,A/C Ready
16406,2021-07-17,0 days 14:57:00,5812,Avión 1,PDQ,4 PUNTOS,NT150,45-00,A/C Ready
17230,2021-07-17,0 days 14:00:00,5871,Avión 15,PIQ,APU EMER SHUT DOWN DURING FIRE EXTINGUISHER TEST.,NT5251,49-62,
16469,2021-07-18,0 days 17:56:00,5812,Avión 9,PIQ,PROPELLER BRAKE UNDUE UNLOCK LIGHT,NT179,61-51,
16445,2021-07-18,0 days 12:23:00,5871,Avión 7,,PERMANENT OCCUPIED INDICATION OF THE TOILET,NT207,52-00,
16431,2021-07-18,0 days 05:56:00,5871,Avión 31,PDQ,PILOT REPORT - ENG START INOP,NT153,72-00,A/C Ready
16455,2021-07-18,0 days 14:00:00,5812,Avión 14,PDQ,MAIN GEAR WHEEL #2 INSPECTION,,32-41,
16466,2021-07-18,0 days 18:05:00,5812,Avión 1,PIQ,CHECK MAIN LOG GEAR BRAKE NEAR INDICATORS,NT427,32-42,A/C Ready
16468,2021-07-18,0 days 18:00:00,5812,Avión 10,PDQ,OIL LEAK ON ENGINER (RIGHT),NT549,12-13,
16443,2021-07-18,0 days 11:42:00,5871,Avión 23,PDQ,ENG 1 BLEED LEAK,NT513,36-11,A/C Ready
16444,2021-07-18,0 days 11:59:00,5871,Avión 5,PIQ,EMER EXIT SIGN ON EXIT 1L/R U/S,NT497,33-51,A/C Ready
16462,2021-07-18,0 days 15:40:00,5812,Avión 2,PDQ,PEC 1 FAULT,NT106,61-21,A/C Ready
16435,2021-07-18,0 days 06:55:00,5871,Avión 15,PIQ,HYD LEAK ON ENG #1,5550,29-11,A/C Ready
16437,2021-07-18,0 days 07:11:00,5871,Avión 2,PDQ,PROP. BRAKE FAULT,NT106,61-51,A/C Ready
16463,2021-07-18,0 days 16:17:00,5812,Avión 19,,YAW AUTOTRIM FAULT,NT630,22-18,A/C Ready
18414,2021-07-18,0 days 17:40:00,2291,Avión 20,,FUEL LEVEL CHECK,NT228,12-11,
18416,2021-07-18,0 days 19:40:00,2291,Avión 18,,NO INFO,NT538,UNK,
16485,2021-07-19,0 days 07:09:00,5871,Avión 23,PDQ,ALTA TEMPERATURA,NT513,21-51,A/C Ready
16499,2021-07-19,0 days 15:07:00,5812,Avión 1,PIQ,PILOT REPORT - OPERATIONAL,,23-00,
16489,2021-07-19,0 days 12:57:00,5871,Avión 6,PDQ,EICAS: DURING DESCENT FLT CTRL FAULT. (GOES AND BACK),NT6821,27-00,A/C Ready
16490,2021-07-19,0 days 13:02:00,5871,Avión 18,,ABNORMAL VIBRATION,NT316,61-00,A/C Ready
16484,2021-07-19,0 days 06:54:00,5871,Avión 2,PDQ,BLEED ENGINE 1 LEAK,,36-11,A/C Ready
16496,2021-07-19,0 days 13:29:00,5871,Avión 23,PDQ,CARGO DOOR INOP,NT151,52-31,A/C Ready
16497,2021-07-19,0 days 14:30:00,5812,Avión 10,PIQ,DC GEN 2 FAULT,NT466,24-32,A/C Ready
16528,2021-07-20,0 days 12:37:00,5871,Avión 11,PIQ,NO INFO,,UNK,
16537,2021-07-20,0 days 14:07:00,5812,Avión 9,PIQ,NO INFO,,UNK,
16526,2021-07-20,0 days 09:41:00,5871,Avión 10,PIQ,DC GEN 2 FAULT,NT453,24-32,A/C Ready
16529,2021-07-20,0 days 13:07:00,5871,Avión 28,PIQ,RUDDER PEDALS TOO HARD,NT658,27-23,A/C Ready
16577,2021-07-21,0 days 14:34:00,5450,Avión 11,PIQ,3 PUNTOS PTV,NT455,20-21,A/C Ready
16578,2021-07-21,0 days 14:39:00,5450,Avión 19,PIQ,PESTILLO DEL STANDARD UNIT GALLEY NO SUJETA,NT419,20-21,A/C Ready
16585,2021-07-21,0 days 20:00:00,5450,Avión 10,PDQ,LEFT WING LIGHT U/S,NT188,33-49,
16586,2021-07-21,0 days 20:32:00,5450,Avión 4,,BOTTOM BEACON DOESNT WORK,NT531,33-48,A/C Ready
16625,2021-07-22,0 days 15:45:00,5450,Avión 13,,PASSENGER SEAT 11D BROKEN,NT519,25-00,A/C Ready
16659,2021-07-23,0 days 14:32:00,5450,Avión 20,PIQ,ASISTENCIA CARGA COMBUSTIBLE,,28-43,A/C Ready
16660,2021-07-23,0 days 15:40:00,5450,Avión 16,PIQ,BEACON & NAV LIGHT CB OUT,NT455,33-48,A/C Ready
16663,2021-07-23,0 days 18:03:00,5450,Avión 1,PDQ,SCC SEAT DOESN´T FOLD CORRECTLY,NT533,25-21,A/C Ready
16651,2021-07-23,0 days 12:00:00,5812,Avión 20,PIQ,SUPERVISION COMBUSTIBLE,NT621,12-11,
16652,2021-07-23,0 days 13:38:00,5812,Avión 10,PDQ,BOTELLA O2,NT222,35-31,A/C Ready
16643,2021-07-23,0 days 09:36:00,5812,Avión 6,PDQ,TRU FAIL DURING TAKE OFF ROLL. REJECTED TAKE OFF,,24-00,A/C Ready
16637,2021-07-23,0 days 06:28:00,5812,Avión 17,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,NT655,72-00,
16653,2021-07-23,0 days 13:37:00,5812,Avión 11,PIQ,BOTELLA O2,NT663,35-31,
16636,2021-07-23,0 days 06:01:00,5812,Avión 32,PDQ,RSP MIC US,,23-51,A/C Ready
16690,2021-07-24,0 days 14:33:00,5450,Avión 19,PIQ,"BARO SET CM2""(PUSH STD US)""",NT135,20-21,A/C Ready
16680,2021-07-24,0 days 10:51:00,5812,Avión 4,PIQ,D.U. TEMP HI,NT659,21-23,A/C Ready
16694,2021-07-24,0 days 18:44:00,5450,Avión 20,PDQ,FUEL LEVEL CHECK,,12-28,
16732,2021-07-25,0 days 17:36:00,5450,Avión 11,PIQ,SOLICITUD PBE Y COLOCAR BOTELLA O2,,35-31,A/C Ready
16731,2021-07-25,0 days 15:56:00,5450,Avión 31,PDQ,LEFT TO LVL ALERT NOT WORKING FUEL,NT108,28-43,
16722,2021-07-25,0 days 13:31:00,5812,Avión 31,SMA,FUEL LEVEL CHECK,,12-28,A/C Ready
16723,2021-07-25,0 days 13:53:00,5450,Avión 5,PIQ,LOOP (A) FAULT LIGHT,NT497,26-12,A/C Ready
16726,2021-07-25,0 days 14:52:00,5450,Avión 2,PDQ,3 PUNTOS,NT511,21-61,A/C Ready
16716,2021-07-25,0 days 09:09:00,5812,Avión 31,PDQ,AVERÍA COMBUSTIBLE,NT108,28-42,A/C Ready
16770,2021-07-26,0 days 20:27:00,5871,Avión 6,PDQ,NO MAINTENANCE ACTION - EICAS EMER BRK FAULT,6605,32-40,
16754,2021-07-26,0 days 10:44:00,5812,Avión 3,PDQ,PILOT REPORT - GREEN LIGHT CARGO COMPARTMENT U/S,NT211,20-45,
16763,2021-07-26,0 days 14:41:00,5871,Avión 14,PDQ,PILOT REPORT - AP YAW DUMPER INVALID,NT221,22-16,A/C Ready
17052,2021-07-26,0 days 14:00:00,2291,Avión 31,,OTHERS / NOT SPECIFIED - NOINFO,NT222,UNK,
17053,2021-07-26,0 days 13:20:00,2291,Avión 2,,LATE RELEASE FROM SCH MAINT - TECHNICAL,NT303,05-20,
16746,2021-07-26,0 days 05:49:00,5812,Avión 31,PDQ,PILOT REPORT - FUEL DIFFERENCE,NT108,28-42,A/C Ready
16747,2021-07-26,0 days 05:43:00,5812,Avión 14,PDQ,PROBLEMA PUERTA BODEGA,NT155,52-31,
16765,2021-07-26,0 days 17:43:00,5871,Avión 25,PDQ,PILOT REPORT - AUDIO CONTROL PANEL CM1 INOP,NT219,23-51,A/C Ready
16814,2021-07-27,0 days 17:11:00,5871,Avión 10,,PILOT REPORT - RIGHT WING LIGHT U/S,NT530,33-00,
16831,2021-07-28,0 days 07:06:00,5450,Avión 16,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - CARGO DOOR PROBLEM,,52-31,A/C Ready
16833,2021-07-28,0 days 08:59:00,5450,Avión 16,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - CARGO DOOR,,52-31,A/C Ready
16876,2021-07-29,0 days 11:36:00,5450,Avión 31,PIQ,SPECIAL MAINTENANCE - FUEL CHECK,,12-11,A/C Ready
16894,2021-07-29,0 days 15:38:00,5871,Avión 31,,SPECIAL MAINTENANCE - FUEL CHECK,,12-11,
16873,2021-07-29,0 days 10:12:00,5450,Avión 4,PDQ,SPECIAL MAINTENANCE - REPLACE OXYGEN STOWAGE BOX,,23-51,A/C Ready
16898,2021-07-29,0 days 19:54:00,5871,Avión 3,PDQ,PILOT REPORT - PACK VALVE ENG 2 FAULT,NT188,21-11,A/C Ready
16872,2021-07-29,0 days 08:30:00,5450,Avión 10,PDQ,CREW QUERY - LEFT WING LIGHT,NT521,33-49,A/C Ready
16936,2021-07-30,0 days 13:48:00,5450,Avión 11,PIQ,COLOCAR BOTELLA O2,,35-31,A/C Ready
16939,2021-07-30,0 days 15:26:00,5871,Avión 2,PIQ,PEC Nº 1 SG CHL,NT620,61-21,A/C Ready
16945,2021-07-30,0 days 18:22:00,5871,Avión 28,,CARGO DOOR U/S,NT674,52-31,A/C Ready
16946,2021-07-30,0 days 18:59:00,5871,Avión 10,PDQ,PROBLEMA BAÑO,,25-40,A/C Ready
16949,2021-07-30,0 days 20:20:00,5871,Avión 4,PDQ,AVIONIX CPM 2 FAILURE,,42-11,A/C Ready
16956,2021-07-30,0 days 21:39:00,5871,Avión 10,PDQ,LAVATORY DISCHARGE VALVE STUCKED,NT190,12-16,A/C Ready
16940,2021-07-30,0 days 15:24:00,5871,Avión 31,,FUEL LEVEL CHECK,,28-43,A/C Ready
16943,2021-07-30,0 days 16:44:00,5871,Avión 25,PDQ,ENG 1 OOZES OIL (DRIPPING IN THE PARKING),NT154,12-13,A/C Ready
16918,2021-07-30,0 days 05:56:00,5450,Avión 5,PDQ,PILOT REPORT - ENG START FAULT 2,NT235,80-00,A/C Ready
16922,2021-07-30,0 days 11:04:00,5450,Avión 4,PDQ,PILOT REPORT - NLG RETRACTION FAIL,NT211,32-22,A/C Ready
16933,2021-07-30,0 days 13:29:00,5450,Avión 10,PDQ,3 PUNTOS,NT190,12-16,A/C Ready
16938,2021-07-30,0 days 15:23:00,5871,Avión 18,PDQ,DUE LH MLG FREE FALL ASSISTER,,12-14,A/C Ready
16942,2021-07-30,0 days 16:23:00,5871,Avión 10,PDQ,AGUAS RESIDUALES,223,38-00,A/C Ready
16963,2021-07-31,0 days 07:56:00,5450,Avión 13,,"AIL LOCK LIGHT, WITH GUST LOCK ON",NT606,27-70,A/C Ready
16976,2021-07-31,0 days 13:52:00,5450,Avión 2,PDQ,MASS CABLE ON CARGO DOOR CONTROL PANEL BROKEN,,20-28,A/C Ready
16989,2021-07-31,0 days 23:53:00,5545,Avión 24,PDQ,IMPACTO RAYOS,,05-51,A/C Ready
16966,2021-07-31,0 days 08:11:00,5450,Avión 3,PDQ,DUDA ARRANQUE,,80-00,A/C Ready
16979,2021-07-31,0 days 14:29:00,5812,Avión 13,PIQ,F/O COCKPIT WINDOW CRACKED (WINDSHIELD),NT942,56-10,A/C Ready
16985,2021-07-31,0 days 18:40:00,5812,Avión 7,PDQ,NACELLE OVHT,NT178,26-16,
17016,2021-08-01,0 days 15:54:00,5812,Avión 7,PDQ,NACELLE OVHT,NT419,26-16,
17007,2021-08-01,0 days 12:44:00,5450,Avión 11,PDQ,PILAS CASCOS Y COLLOCAR MASCARA O2,,23-51,
17010,2021-08-01,0 days 13:06:00,5450,Avión 2,PIQ,TCP PANEL PROBLEM,,31-17,A/C Ready
17015,2021-08-01,0 days 14:54:00,5812,Avión 15,PDQ,DENT BLADE,,72-11,A/C Ready
16995,2021-08-01,0 days 05:51:00,5450,Avión 18,PDQ,BATTERY UNCHARGED,NT309,24-31,A/C Ready
17046,2021-08-02,0 days 10:22:00,5871,Avión 22,PDQ,PILOT REPORT - EECC PLUG,NT315,20-00,A/C Ready
17061,2021-08-02,0 days 13:50:00,5812,Avión 28,PDQ,IEP. LIGHT U/S,NT205,30-83,
17072,2021-08-02,0 days 16:18:00,5812,Avión 3,PDQ,"PILOT REPORT - TERRAIN IMAGE NOT AVAILABLE""",NT535,34-58,A/C Ready
17041,2021-08-02,0 days 06:26:00,5871,Avión 25,PDQ,PILOT REPORT - ENG1 TORQUE INDICATION,NT503,73-23,A/C Ready
