ID,Occurred,At,AC,Station,Headline,FlightNo,ATA,Minutos
15535,2021-06-25,17:38:00,Avión 31,FNC,PEC FAULT,NT932,61-21,123.0
15546,2021-06-25,20:01:00,Avión 4,PIQ,SERVICE DOOR HOLD U/S,NT317,53-67,12.0
15569,2021-06-26,13:46:00,Avión 17,nan,PROBLEMA PANTALLAS,nan,31-61,11.0
15576,2021-06-26,18:00:00,Avión 17,PDQ,RH MLG UNLOCK ALERTS,NT227,32-61,3.0
15591,2021-06-27,05:39:00,Avión 19,PDQ,FALTABAN DOCUMENTOS O/B,155,00-00,4.0
15609,2021-06-27,13:37:00,Avión 22,PDQ,50077/D1,NT511,05-51,49.0
15610,2021-06-27,14:58:00,Avión 3,PDQ,ENG 2 PEC SGL CH,NT158,61-21,57.0
15614,2021-06-27,15:00:00,Avión 2,PIQ,102092/D1,NT629,30-30,32.0
15632,2021-06-25,20:15:00,Avión 13,nan,PROBLEMAS PARA METER DATOS EN EL ORDENADOR A BORDO,NT235,31-00,19.0
15634,2021-06-27,12:50:00,Avión 23,nan,SIN INFO,NT7001,UNK,8.0
15635,2021-06-28,07:49:00,Avión 24,PDQ,PROBLEMA CON EL WASTE TANK,NT457,38-32,51.0
15638,2021-06-28,10:55:00,Avión 8,PDQ,PROBLEMA CON GALLEY,nan,25-30,15.0
15656,2021-06-28,15:36:00,Avión 31,PIQ,ANTISKID FAULT,NT167,32-42,22.0
15657,2021-06-28,16:53:00,Avión 21,PDQ,DOG HOUSE PROBLEM,NT523,25-27,3.0
15659,2021-06-28,17:43:00,Avión 31,nan,STICK PUSHER SHAKER FAULT IN FLIGHT,NT652,27-36,11.0
15673,2021-06-29,06:06:00,Avión 32,PIQ,CINTA BODEGA SUELTA,153,28-00,20.0
15677,2021-06-28,11:00:00,Avión 11,PDQ,PROBLEMA CON LA CARGA DE COMBUSTIBLE,NT516,12-11,8.0
15688,2021-06-29,12:37:00,Avión 7,PIQ,PROBLEMA BARRA SERVICIO,nan,24-47,2.0
15702,2021-06-29,18:26:00,Avión 31,PDQ,PROBLEMA REPOSTAJE,nan,12-11,5.0
15725,2021-06-30,06:16:00,Avión 32,nan,PROBLEMA CON BOMBA EYECTORA,nan,28-00,16.0
15748,2021-06-30,16:11:00,Avión 22,PIQ,PROBLEMAS ARRANQUE,NT167,72-00,27.0
15749,2021-06-30,17:09:00,Avión 4,nan,TAR STICK HAS THE WING BROKEN IT CAN HURT,NT523,25-00,12.0
15769,2021-07-01,06:03:00,Avión 20,nan,PILOT REPORT - FLIGHT ATTENDANT REAR SCREEN INOP,NT414,31-17,29.0
15771,2021-07-01,07:22:00,Avión 6,PIQ,PILOT REPORT - FUEL CONTROL FAULT ON EICAS,NT153,28-41-03,19.0
15773,2021-07-01,08:25:00,Avión 17,nan,PILOT REPORT - AIL LOCK LIGHT,NT108,27-70,42.0
15775,2021-07-01,10:59:00,Avión 2,PIQ,PILOT REPORT - ENG BLEED 1 LEAK,NT127,45-00,24.0
15777,2021-07-01,12:34:00,Avión 5,PDQ,PILOT REPORT - LEFT BRAKE FLUID LEAKEAGE FROM BRAKE CALIPER,NT207,32-42,30.0
15785,2021-07-01,13:28:00,Avión 24,PDQ,CREW QUERY - ERROR EN EL TANQUE DEL BAÑO,nan,12-14-05,35.0
15793,2021-07-01,19:10:00,Avión 31,PDQ,PILOT REPORT - RESTRAIN BAR UNDER SEATS 19D-F LOOSE,NT525,25-21,10.0
15806,2021-07-02,04:39:00,Avión 1,PIQ,PROBLEMA RED AFT CARGO,nan,25-56,11.0
15815,2021-07-02,07:14:00,Avión 7,PIQ,FALLO ARRANQUE MOTORES,492,80-00,24.0
15831,2021-07-02,14:19:00,Avión 22,PDQ,PILOT REPORT - DCU1 INOP,NT511,72-00,6.0
15834,2021-07-02,17:00:00,Avión 1,PIQ,PILOT REPORT - PUERTA DE CARGO NO CIERRATIONAL,NT475,52-31,8.0
15835,2021-07-02,18:00:00,Avión 1,PIQ,PILOT REPORT - AFT CARGO DOOR DOES NOT ACTUATE,NT475,52-31,31.0
15867,2021-07-03,16:15:00,Avión 3,PIQ,PILOT REPORT - BLEED LEAK ENG Nº2,NT169,21-51,20.0
15882,2021-07-04,07:44:00,Avión 12,PDQ,PILOT REPORT - ENG1 FUEL LO PRESS CAUTION MSG,nan,73-31-00,353.0
15904,2021-07-02,14:00:00,Avión 31,nan,MAINTENANCE ACTION WITHOUT PILOT REPORT - SIN INFO,NT631,UNK,10.0
15912,2021-07-05,09:45:00,Avión 30,nan,CARGO DOOR PROBLEM,PM418,52-31,18.0
15917,2021-07-05,11:59:00,Avión 1,PIQ,PILOT REPORT - INV 2 FAULT,NT662,24-21,49.0
15921,2021-07-05,12:48:00,Avión 9,nan,"PILOT REPORT - APM ""DEGRADED PERF""",NT145,31-31,101.0
15936,2021-07-05,20:33:00,Avión 8,PDQ,NO MAINTENANCE ACTION - PROBLEMA PUERTA,NT204,52-00,9.0
15959,2021-07-06,12:46:00,Avión 19,nan,SOLICITUD DE PTV NUEVO,nan,00-00,21.0
15960,2021-07-04,19:00:00,Avión 19,nan,NO MAINTENANCE ACTION - SIN INFO,NT640,UNK,7.0
15973,2021-07-06,16:53:00,Avión 9,nan,PILOT REPORT - ASIENTO TCP2 NO CIERRA,NT170,25-21,22.0
16007,2021-07-07,13:34:00,Avión 4,PIQ,PILOT REPORT - LH MLG  DOOR LINK BROKEN,NT658,32-00,10.0
16010,2021-07-07,14:54:00,Avión 23,PDQ,PILOT REPORT - FLUID LEAK UNDER THE FUSELAJE,NT108,53-00,4.0
16013,2021-07-07,17:06:00,Avión 20,PDQ,PILOT REPORT - FUEL UNBALANCE,nan,28-00,9.0
16015,2021-07-07,18:06:00,Avión 9,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - PEC SINGLE CHANNEL,nan,61-40,15.0
16032,2021-07-08,05:41:00,Avión 28,PDQ,PILOT REPORT - LAV. SMOKE LIGHT ATTENDANT PANEL U/S,nan,24-46,28.0
16034,2021-07-08,06:36:00,Avión 8,PDQ,PILOT REPORT - A/C EXTERIOR DIRTY,NT205,12-21,5.0
16064,2021-07-08,17:45:00,Avión 9,nan,PILOT REPORT - FWD TCP SEAT BLOCKED,NT525,25-21,21.0
16079,2021-07-09,05:40:00,Avión 11,PIQ,CREW QUERY - O2 BOTTLE STICKER UNREADABLE,nan,35-31,2.0
16089,2021-07-09,10:49:00,Avión 28,PDQ,PILOT REPORT - ENG SHUT DOWN,NT212,61-45,177.0
16091,2021-07-09,09:40:00,Avión 5,PDQ,KIT COVID,NT510,25-64,17.0
16099,2021-07-09,13:01:00,Avión 16,PDQ,PILOT REPORT - SPEED DIFFERENCES,NT507,34-13,14.0
16105,2021-07-09,13:38:00,Avión 13,PIQ,PILOT REPORT - FLOOR UNSTICKED,NT622,25-28,4.0
16107,2021-07-09,14:19:00,Avión 22,PDQ,PILOT REPORT - AIL LCK BLOCKED,NT645,27-12,14.0
16114,2021-07-09,20:25:00,Avión 20,PDQ,CIRCUIT BREAKER,nan,20-45,11.0
16130,2021-07-10,06:10:00,Avión 3,PIQ,PILOT REPORT - MAIN HYD PUMP GREEN FAIL,NT485,29-00,50.0
16157,2021-07-11,06:17:00,Avión 31,PDQ,NO MAINTENANCE ACTION - GPU,nan,24-40,5.0
16160,2021-07-11,06:46:00,Avión 1,PDQ,PILOT REPORT - IDLE GATE,NT102,76-13,19.0
16165,2021-07-11,12:39:00,Avión 1,PDQ,PILOT REPORT - INERTER FAULT,NT227,24-60,5.0
16189,2021-07-12,06:39:00,Avión 30,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,nan,05-20,123.0
16193,2021-07-12,09:35:00,Avión 3,PIQ,PILOT REPORT - PITOT PROBLEM,NT612,34-11,5.0
16195,2021-07-12,07:36:00,Avión 28,nan,PILOT REPORT - ENG1 HIGH FUEL TEMP,NT107,73-15,18.0
16199,2021-07-12,12:35:00,Avión 19,PDQ,PILOT REPORT - ITT ENG2,NT213,80-00,7.0
16204,2021-07-12,13:17:00,Avión 16,nan,PILOT REPORT - TCAS FAIL,NT616,34-57,22.0
16227,2021-07-13,05:50:00,Avión 21,PDQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - BATTERY REQUEST,nan,25-65,15.0
16261,2021-07-14,07:02:00,Avión 9,PIQ,PILOT REPORT - PEC SGL CHANNEL,NT636,61-21,20.0
16267,2021-07-14,12:22:00,Avión 20,PDQ,PILOT REPORT - FUEL DIFFERENCE,NT516,28-42,30.0
16299,2021-07-15,05:47:00,Avión 31,PDQ,AIRCRAFT DOCUMENTATION PROBLEM - OPERATIONAL,nan,00-00,4.0
16304,2021-07-15,07:32:00,Avión 1,PDQ,PILOT REPORT - INV 2  FAULT,nan,24-21,61.0
16317,2021-07-15,12:55:00,Avión 14,PDQ,CREW QUERY - OPERATIONAL,nan,00-00,2.0
16319,2021-07-15,12:56:00,Avión 2,PIQ,PILOT REPORT - WHEEL WEAR,NT662,12-37,5.0
16326,2021-07-15,13:43:00,Avión 7,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - CARGO DOOR,nan,52-31,15.0
16328,2021-07-15,15:24:00,Avión 20,PDQ,FUEL LEVEL CHECK,nan,12-11,19.0
16344,2021-07-16,02:31:00,Avión 5,PIQ,EEC2 FAULT DURING T.O,NT425,73-23,260.0
16364,2021-07-16,16:30:00,Avión 2,PIQ,BLEED LEAK 1,NT634,36-11,41.0
16366,2021-07-16,14:00:00,Avión 14,PIQ,SOPORTE IPAD CM1 ROTO.,NT455,25-10,13.0
16373,2021-07-16,19:45:00,Avión 20,PDQ,FUEL LEVEL CHECK,nan,12-11,8.0
16395,2021-07-17,11:10:00,Avión 14,PIQ,DUDA PUERTA EMERGENCIA,nan,52-20,4.0
16406,2021-07-17,14:57:00,Avión 1,PDQ,4 PUNTOS,NT150,45-00,38.0
16431,2021-07-18,05:56:00,Avión 31,PDQ,PILOT REPORT - ENG START INOP,NT153,72-00,60.0
16435,2021-07-18,06:55:00,Avión 15,PIQ,HYD LEAK ON ENG #1,5550,29-11,427.0
16437,2021-07-18,07:11:00,Avión 2,PDQ,PROP. BRAKE FAULT,NT106,61-51,75.0
16443,2021-07-18,11:42:00,Avión 23,PDQ,ENG 1 BLEED LEAK,NT513,36-11,233.0
16444,2021-07-18,11:59:00,Avión 5,PIQ,EMER EXIT SIGN ON EXIT 1L/R U/S,NT497,33-51,44.0
16445,2021-07-18,12:23:00,Avión 7,nan,PERMANENT OCCUPIED INDICATION OF THE TOILET,NT207,52-00,17.0
16455,2021-07-18,14:00:00,Avión 14,PDQ,MAIN GEAR WHEEL #2 INSPECTION,nan,32-41,5.0
16462,2021-07-18,15:40:00,Avión 2,PDQ,PEC 1 FAULT,NT106,61-21,220.0
16463,2021-07-18,16:17:00,Avión 19,nan,YAW AUTOTRIM FAULT,NT630,22-18,68.0
16466,2021-07-18,18:05:00,Avión 1,PIQ,CHECK MAIN LOG GEAR BRAKE NEAR INDICATORS,NT427,32-42,53.0
16468,2021-07-18,18:00:00,Avión 10,PDQ,OIL LEAK ON ENGINER (RIGHT),NT549,12-13,9.0
16469,2021-07-18,17:56:00,Avión 9,PIQ,PROPELLER BRAKE UNDUE UNLOCK LIGHT,NT179,61-51,5.0
16484,2021-07-19,06:54:00,Avión 2,PDQ,BLEED ENGINE 1 LEAK,nan,36-11,171.0
16485,2021-07-19,07:09:00,Avión 23,PDQ,ALTA TEMPERATURA,NT513,21-51,327.0
16489,2021-07-19,12:57:00,Avión 6,PDQ,EICAS: DURING DESCENT FLT CTRL FAULT. (GOES AND BACK),NT6821,27-00,10.0
16490,2021-07-19,13:02:00,Avión 18,nan,ABNORMAL VIBRATION,NT316,61-00,13.0
16496,2021-07-19,13:29:00,Avión 23,PDQ,CARGO DOOR INOP,NT151,52-31,32.0
16497,2021-07-19,14:30:00,Avión 10,PIQ,DC GEN 2 FAULT,NT466,24-32,35.0
16499,2021-07-19,15:07:00,Avión 1,PIQ,PILOT REPORT - OPERATIONAL,nan,23-00,31.0
16526,2021-07-20,09:41:00,Avión 10,PIQ,DC GEN 2 FAULT,NT453,24-32,73.0
16528,2021-07-20,12:37:00,Avión 11,PIQ,NO INFO,nan,UNK,6.0
16529,2021-07-20,13:07:00,Avión 28,PIQ,RUDDER PEDALS TOO HARD,NT658,27-23,25.0
16537,2021-07-20,14:07:00,Avión 9,PIQ,NO INFO,nan,UNK,4.0
16577,2021-07-21,14:34:00,Avión 11,PIQ,3 PUNTOS PTV,NT455,20-21,9.0
16578,2021-07-21,14:39:00,Avión 19,PIQ,PESTILLO DEL STANDARD UNIT GALLEY NO SUJETA,NT419,20-21,28.0
16585,2021-07-21,20:00:00,Avión 10,PDQ,LEFT WING LIGHT U/S,NT188,33-49,27.0
16586,2021-07-21,20:32:00,Avión 4,nan,BOTTOM BEACON DOESNT WORK,NT531,33-48,25.0
16625,2021-07-22,15:45:00,Avión 13,nan,PASSENGER SEAT 11D BROKEN,NT519,25-00,23.0
16636,2021-07-23,06:01:00,Avión 32,PDQ,RSP MIC US,nan,23-51,55.0
16637,2021-07-23,06:28:00,Avión 17,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,NT655,72-00,5.0
16643,2021-07-23,09:36:00,Avión 6,PDQ,TRU FAIL DURING TAKE OFF ROLL. REJECTED TAKE OFF,nan,24-00,230.0
16651,2021-07-23,12:00:00,Avión 20,PIQ,SUPERVISION COMBUSTIBLE,NT621,12-11,12.0
16652,2021-07-23,13:38:00,Avión 10,PDQ,BOTELLA O2,NT222,35-31,7.0
16653,2021-07-23,13:37:00,Avión 11,PIQ,BOTELLA O2,NT663,35-31,13.0
16659,2021-07-23,14:32:00,Avión 20,PIQ,ASISTENCIA CARGA COMBUSTIBLE,nan,28-43,43.0
16660,2021-07-23,15:40:00,Avión 16,PIQ,BEACON & NAV LIGHT CB OUT,NT455,33-48,65.0
16663,2021-07-23,18:03:00,Avión 1,PDQ,SCC SEAT DOESN´T FOLD CORRECTLY,NT533,25-21,10.0
16680,2021-07-24,10:51:00,Avión 4,PIQ,D.U. TEMP HI,NT659,21-23,140.0
16690,2021-07-24,14:33:00,Avión 19,PIQ,"BARO SET CM2""(PUSH STD US)""",NT135,20-21,10.0
16694,2021-07-24,18:44:00,Avión 20,PDQ,FUEL LEVEL CHECK,nan,12-28,21.0
16716,2021-07-25,09:09:00,Avión 31,PDQ,AVERÍA COMBUSTIBLE,NT108,28-42,22.0
16722,2021-07-25,13:31:00,Avión 31,SMA,FUEL LEVEL CHECK,nan,12-28,36.0
16723,2021-07-25,13:53:00,Avión 5,PIQ,LOOP (A) FAULT LIGHT,NT497,26-12,23.0
16726,2021-07-25,14:52:00,Avión 2,PDQ,3 PUNTOS,NT511,21-61,186.0
16731,2021-07-25,15:56:00,Avión 31,PDQ,LEFT TO LVL ALERT NOT WORKING FUEL,NT108,28-43,249.0
16732,2021-07-25,17:36:00,Avión 11,PIQ,SOLICITUD PBE Y COLOCAR BOTELLA O2,nan,35-31,10.0
16746,2021-07-26,05:49:00,Avión 31,PDQ,PILOT REPORT - FUEL DIFFERENCE,NT108,28-42,15.0
16747,2021-07-26,05:43:00,Avión 14,PDQ,PROBLEMA PUERTA BODEGA,NT155,52-31,3.0
16754,2021-07-26,10:44:00,Avión 3,PDQ,PILOT REPORT - GREEN LIGHT CARGO COMPARTMENT U/S,NT211,20-45,10.0
16763,2021-07-26,14:41:00,Avión 14,PDQ,PILOT REPORT - AP YAW DUMPER INVALID,NT221,22-16,100.0
16765,2021-07-26,17:43:00,Avión 25,PDQ,PILOT REPORT - AUDIO CONTROL PANEL CM1 INOP,NT219,23-51,37.0
16770,2021-07-26,20:27:00,Avión 6,PDQ,NO MAINTENANCE ACTION - EICAS EMER BRK FAULT,6605,32-40,47.0
16814,2021-07-27,17:11:00,Avión 10,nan,PILOT REPORT - RIGHT WING LIGHT U/S,NT530,33-00,11.0
16831,2021-07-28,07:06:00,Avión 16,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - CARGO DOOR PROBLEM,nan,52-31,9.0
16833,2021-07-28,08:59:00,Avión 16,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - CARGO DOOR,nan,52-31,12.0
16872,2021-07-29,08:30:00,Avión 10,PDQ,CREW QUERY - LEFT WING LIGHT,NT521,33-49,4.0
16873,2021-07-29,10:12:00,Avión 4,PDQ,SPECIAL MAINTENANCE - REPLACE OXYGEN STOWAGE BOX,nan,23-51,41.0
16876,2021-07-29,11:36:00,Avión 31,PIQ,SPECIAL MAINTENANCE - FUEL CHECK,nan,12-11,8.0
16894,2021-07-29,15:38:00,Avión 31,nan,SPECIAL MAINTENANCE - FUEL CHECK,nan,12-11,9.0
16898,2021-07-29,19:54:00,Avión 3,PDQ,PILOT REPORT - PACK VALVE ENG 2 FAULT,NT188,21-11,80.0
16918,2021-07-30,05:56:00,Avión 5,PDQ,PILOT REPORT - ENG START FAULT 2,NT235,80-00,39.0
16922,2021-07-30,11:04:00,Avión 4,PDQ,PILOT REPORT - NLG RETRACTION FAIL,NT211,32-22,30.0
16933,2021-07-30,13:29:00,Avión 10,PDQ,3 PUNTOS,NT190,12-16,21.0
16936,2021-07-30,13:48:00,Avión 11,PIQ,COLOCAR BOTELLA O2,nan,35-31,2.0
16938,2021-07-30,15:23:00,Avión 18,PDQ,DUE LH MLG FREE FALL ASSISTER,nan,12-14,36.0
16939,2021-07-30,15:26:00,Avión 2,PIQ,PEC Nº 1 SG CHL,NT620,61-21,36.0
16940,2021-07-30,15:24:00,Avión 31,nan,FUEL LEVEL CHECK,nan,28-43,7.0
16942,2021-07-30,16:23:00,Avión 10,PDQ,AGUAS RESIDUALES,223,38-00,4.0
16943,2021-07-30,16:44:00,Avión 25,PDQ,ENG 1 OOZES OIL (DRIPPING IN THE PARKING),NT154,12-13,6.0
16945,2021-07-30,18:22:00,Avión 28,nan,CARGO DOOR U/S,NT674,52-31,5.0
16946,2021-07-30,18:59:00,Avión 10,PDQ,PROBLEMA BAÑO,nan,25-40,9.0
16949,2021-07-30,20:20:00,Avión 4,PDQ,AVIONIX CPM 2 FAILURE,nan,42-11,38.0
16956,2021-07-30,21:39:00,Avión 10,PDQ,LAVATORY DISCHARGE VALVE STUCKED,NT190,12-16,79.0
16963,2021-07-31,07:56:00,Avión 13,nan,"AIL LOCK LIGHT, WITH GUST LOCK ON",NT606,27-70,36.0
16966,2021-07-31,08:11:00,Avión 3,PDQ,DUDA ARRANQUE,nan,80-00,2.0
16976,2021-07-31,13:52:00,Avión 2,PDQ,MASS CABLE ON CARGO DOOR CONTROL PANEL BROKEN,nan,20-28,8.0
16979,2021-07-31,14:29:00,Avión 13,PIQ,F/O COCKPIT WINDOW CRACKED (WINDSHIELD),NT942,56-10,5.0
16985,2021-07-31,18:40:00,Avión 7,PDQ,NACELLE OVHT,NT178,26-16,2.0
16989,2021-07-31,23:53:00,Avión 24,PDQ,IMPACTO RAYOS,nan,05-51,679.0
16995,2021-08-01,05:51:00,Avión 18,PDQ,BATTERY UNCHARGED,NT309,24-31,54.0
17007,2021-08-01,12:44:00,Avión 11,PDQ,PILAS CASCOS Y COLLOCAR MASCARA O2,nan,23-51,10.0
17010,2021-08-01,13:06:00,Avión 2,PIQ,TCP PANEL PROBLEM,nan,31-17,14.0
17015,2021-08-01,14:54:00,Avión 15,PDQ,DENT BLADE,nan,72-11,233.0
17016,2021-08-01,15:54:00,Avión 7,PDQ,NACELLE OVHT,NT419,26-16,17.0
17040,2021-08-02,05:35:00,Avión 5,PDQ,PILOT REPORT - SERVICE DOOR DOESN`T BLOCK,NT537,53-67,49.0
17041,2021-08-02,06:26:00,Avión 25,PDQ,PILOT REPORT - ENG1 TORQUE INDICATION,NT503,73-23,20.0
17046,2021-08-02,10:22:00,Avión 22,PDQ,PILOT REPORT - EECC PLUG,NT315,20-00,17.0
17052,2021-07-26,14:00:00,Avión 31,nan,OTHERS / NOT SPECIFIED - NOINFO,NT222,UNK,3.0
17053,2021-07-26,13:20:00,Avión 2,nan,LATE RELEASE FROM SCH MAINT - TECHNICAL,NT303,05-20,15.0
17061,2021-08-02,13:50:00,Avión 28,PDQ,IEP. LIGHT U/S,NT205,30-83,4.0
17063,2021-08-02,14:20:00,Avión 23,PDQ,"TEMPERATURE COMP SEL CABIN FIXED INTO 35ºC, DOESN´T WORK.",NT511,21-61,17.0
17072,2021-08-02,16:18:00,Avión 3,PDQ,"PILOT REPORT - TERRAIN IMAGE NOT AVAILABLE""",NT535,34-58,5.0
17100,2021-08-03,06:40:00,Avión 2,nan,LATE RELEASE FROM SCH MAINT - TECHNICAL,nan,05-20,30.0
17118,2021-08-03,14:39:00,Avión 21,PDQ,REPOSICION CHALECOS,NT352,00-00,5.0
17125,2021-08-03,16:30:00,Avión 17,PIQ,NIVELHYD BAJO,NT426,29-00,1.0
17150,2021-08-04,10:21:00,Avión 21,PDQ,PILOT REPORT - HYD AUX PUMP OVHT,NT367,29-33,70.0
17162,2021-08-04,14:39:00,Avión 6,nan,INSPECCION MESILLAS EN VENECIA 1,NT9401,25-21,166.0
17167,2021-08-04,18:39:00,Avión 31,PDQ,EMERGENCY LIGHTS U/S,NT317,33-51,37.0
17189,2021-08-05,07:45:00,Avión 6,PDQ,INSPECCION MESILLAS EN VENECIA 2,nan,25-21,8.0
17207,2021-08-05,18:04:00,Avión 31,PDQ,FUEL LEVEL CHECK,nan,12-28,17.0
17224,2021-08-06,05:34:00,Avión 32,PDQ,INOPERATIVE UNSCHEDULE MAINTENANCE,nan,05-20,24.0
17229,2021-08-05,11:00:00,Avión 3,nan,OTHERS / NOT SPECIFIED - NO INFO,NT516,UNK,32.0
17230,2021-07-17,14:00:00,Avión 15,PIQ,APU EMER SHUT DOWN DURING FIRE EXTINGUISHER TEST.,NT5251,49-62,7.0
17266,2021-08-07,05:55:00,Avión 7,PDQ,NO ARRANCA MOTOR,NT155,80-00,13.0
17267,2021-08-07,06:14:00,Avión 11,PDQ,COLOCAR BOTELLA O2,NT205,35-31,4.0
17276,2021-08-07,13:36:00,Avión 31,nan,FUEL LEVEL CHECK,nan,12-28,7.0
17277,2021-08-07,12:55:00,Avión 23,PIQ,CHECK NOSE WHEEL,NT943,12-37,11.0
17278,2021-08-07,14:01:00,Avión 30,nan,A/P INOP,PM547,22-18,20.0
17280,2021-08-07,15:24:00,Avión 10,nan,ATPCS TEST SPRING,NT6P,61-22,19.0
17281,2021-08-07,15:49:00,Avión 4,nan,3 PUNTOS PTV,NT632,25-00,20.0
17287,2021-08-07,18:36:00,Avión 16,PDQ,PROBLEMA AGUAS RESIDUALES,nan,38-00,23.0
17288,2021-08-07,18:45:00,Avión 7,PDQ,OXIGEN MAIN SUPPLY BOTTLE PRESSURE BELLOW 900 PSI,NT156,12-14,35.0
17289,2021-08-07,19:35:00,Avión 31,PDQ,FUEL LEVEL CHECK,nan,12-28,8.0
17294,2021-08-08,04:56:00,Avión 7,PIQ,LATE RELEASE FROM SCH MAINT - TECHNICAL,nan,05-20,25.0
17299,2021-08-08,05:52:00,Avión 22,HOR,PROBLEMA ALERON ACE,NT503,57-60,35.0
17300,2021-08-08,05:38:00,Avión 3,PIQ,AIRCRAFT DOCUMENTATION PROBLEM - OPERATIONAL,NT414,00-00,2.0
17302,2021-08-08,07:20:00,Avión 22,PDQ,AILERON TRIM SWITCH,NT503,27-12,17.0
17308,2021-08-08,12:27:00,Avión 27,PDQ,ACW GEN 2 U/S,PM248,24-22,45.0
17315,2021-08-08,14:04:00,Avión 31,PDQ,FUEL LEVEL CHECK,nan,12-28,4.0
17317,2021-08-08,14:48:00,Avión 13,nan,TCAS FAIL,NT150,34-43,14.0
17319,2021-08-08,15:39:00,Avión 10,PIQ,PILAS LINTERNA,nan,25-65,12.0
17321,2021-08-08,18:52:00,Avión 31,PDQ,FUEL LEVEL CHECK,nan,12-28,4.0
17339,2021-08-09,06:25:00,Avión 11,PDQ,TRIM RUDDER PALANCA SE ATASCA,NT205,27-22,2.0
17344,2021-08-09,08:00:00,Avión 8,PIQ,SERVICE DOOR INDICATION,nan,52-42,9.0
17357,2021-08-09,14:46:00,Avión 14,PDQ,INTERPHONE,NT6307,23-43,58.0
17380,2021-08-10,06:42:00,Avión 23,PIQ,MOTOR SIN INDICACION,NT102,77-00,5.0
17384,2021-08-10,10:46:00,Avión 15,PDQ,LECTURA RARA RADIOALTIMETRO,NT5461,34-42,7.0
17450,2021-08-12,05:00:00,Avión 28,PDQ,LATE RELEASE FROM SCH MAINT - TECHNICAL,nan,05-20,46.0
17467,2021-08-12,13:31:00,Avión 9,PIQ,CARGO DOOR PROBLEM,nan,52-31,8.0
17474,2021-08-11,17:00:00,Avión 14,nan,NO INFO,NT636,UNK,2.0
17494,2021-08-13,06:37:00,Avión 2,PIQ,SOME EMERG. LIGHTS DOES NOT WORK,NT658,33-50,8.0
17506,2021-08-13,13:19:00,Avión 23,PDQ,F/O RH NORMAL BRAKE DOES NOT WORK,NT158,27-61,45.0
17512,2021-08-13,14:16:00,Avión 14,PIQ,3 PUNTOS PTV,NT511,32-42,19.0
17514,2021-08-13,16:14:00,Avión 25,PDQ,TAKE OFF INHIBIT NOT ARMED AT TAKE OFF,NT519,42-11,124.0
17517,2021-08-13,20:28:00,Avión 5,nan,COCKPIT COMM HATCH STICKER MISSING,NT535,11-00,3.0
17531,2021-08-14,06:31:00,Avión 17,PIQ,EMBELLECEDOR BAÑO,nan,25-40,2.0
17545,2021-08-14,14:35:00,Avión 16,PDQ,DUDAS DIFERIDO,nan,00-00,20.0
17555,2021-08-15,00:48:00,Avión 17,PIQ,LATE RELEASE FROM SCH MAINT - TECHNICAL,nan,05-20,140.0
17564,2021-08-15,08:28:00,Avión 7,SMA,BIRDSTRIKE - ENVIRONMENTAL,nan,05-51,43.0
17569,2021-08-15,12:45:00,Avión 4,PIQ,OUTSIDE REFUELING PANEL DAMAGE,NT658,28-25,12.0
17576,2021-08-15,14:19:00,Avión 21,PIQ,SEAT TCP 2 DOESN´T BLOCK WHEN CLOSE,NT425,25-21,50.0
17577,2021-08-15,14:21:00,Avión 2,PIQ,PROBLEMA PUERTA BODEGA,NT434,52-31,10.0
17580,2021-08-15,15:05:00,Avión 4,PIQ,ENG 2 BLEED LEAK,NT429,36-11,28.0
17582,2021-08-15,19:42:00,Avión 25,PDQ,POWER LEVERS RAMP TQ 90%,NT3659,72-00,7.0
17585,2021-08-15,19:58:00,Avión 1,PDQ,NO INFO,NT316,UNK,5.0
17598,2021-08-16,06:07:00,Avión 10,PDQ,DU 3 INOP,nan,31-60,7.0
17602,2021-08-16,07:43:00,Avión 23,PDQ,PA VOLUME TOO HIGH.,NT203,23-43,17.0
17605,2021-08-16,09:22:00,Avión 26,PIQ,NO INFO,nan,UNK,34.0
17606,2021-08-16,09:29:00,Avión 2,nan,SOBRECALIENTAMIENTO MOTOR,NT424,72-00,165.0
17608,2021-08-16,12:18:00,Avión 6,PDQ,LEFT BRAKE ACCU DROP,nan,32-41,16.0
17609,2021-08-16,12:47:00,Avión 16,PDQ,3 PTV,NT213,25-00,12.0
17612,2021-08-16,13:13:00,Avión 7,PIQ,3 PTV,NT497,12-00,5.0
17621,2021-08-16,16:16:00,Avión 4,PIQ,DC GEN 2 FAULT DURING ENG STAR,NT623,24-32,96.0
17626,2021-08-16,19:46:00,Avión 4,PIQ,DC GEN 2 INOP,NT456,24-32,106.0
17643,2021-08-17,06:14:00,Avión 19,PDQ,ATPCS TEST PLASTIC COVER BROKEN,NT205,31-19,10.0
17644,2021-08-17,07:24:00,Avión 4,PIQ,DC GEN 2 FAULT,NT453,24-32,34.0
